,GSE147507.S5_A549_SARS.CoV.2,GSE147507.S7_Calu3_SARS.CoV.2,GSE148729_Calu3_SARS.CoV.2_24H
AHR,2.987485494627,5.37530298832357,2.80158860191316
AR,0.22418332400440197,1.5331827058049,-0.334599681653426
ARID1A,0.240261963474158,3.4578976077093704,1.86283417380083
ARID1B,2.00964316684659,2.9894583511226,1.114004365996
ARID2,3.67505554606406,4.30141142744982,1.5241866314955401
ARID3A,2.03425947358807,3.7542670978542,2.09828038642354
ARNT,3.7857749775112004,2.89377557789885,-1.38883396696383
ARNTL,1.69296015352451,3.5482110971149,2.96105619769616
ASCL1,-0.322097352011454,1.9496121315306598,0.8008628617625229
ATF1,1.53311065691378,0.356005922368447,-1.71349754401891
ATF2,2.2064228879840897,5.9638704902295006,4.86341930468676
ATF3,1.2732584855797602,-3.07529222763176,-4.1230095222396
ATF4,5.72092628511263,5.27089713795729,5.3072592135095
ATF6,2.8826093121361103,0.581310824002083,1.2326784886959299
ATF7,1.55674124677638,2.99055699700245,-0.0313835161191024
BACH1,2.09675870460728,1.62845468853342,1.0478811404216601
BACH2,1.1746931281417299,3.0253552485022004,2.1054175767088203
BATF,3.39883870249662,2.53612463254498,0.347792204998618
BCL11A,1.50497232525521,1.91825057170871,-0.9968019132767729
BCL3,-1.72865762992522,2.59747448117959,3.25661498287745
BCL6,-0.552323708359876,-4.81137078314275,-2.30172467067244
BHLHE22,-0.250411087480836,-1.10367957677027,0.726268834120097
BHLHE40,-0.9125050112943771,-4.9882342505974595,-4.00751704375078
CDX2,-0.0535995260442747,1.0024900280290698,0.103071299785925
CEBPA,-0.10355641058915302,0.989881698156427,1.02181208570553
CEBPB,3.93299820267472,5.803575462024651,4.1533605886977405
CEBPD,1.96953029368727,3.79840136945552,2.21319879848849
CEBPG,4.57135220323508,3.0715882169392996,-0.17688836290020604
CLOCK,0.962311030450364,3.6084703246486,2.4951409107191402
CREB1,0.7728940944041899,3.29964429753795,3.07727312096807
CREB3,-0.791484528960952,-0.490748849163841,0.29573436484036697
CREB3L1,-0.0630772107165992,1.48603891986896,1.4384349159335699
CREM,2.10743914600813,4.37012900648719,2.21452073482759
CTCF,-1.6196197280628002,0.11784315438972899,0.5248039665704489
CTCFL,-1.29147156585081,0.495504799030556,-0.9809174552306341
CUX1,0.961175882400412,1.2858222146216298,0.593338665214317
DNMT3B,-1.2251068648588799,-0.14344343640905,-0.30405051970827196
DUX4,2.75957272720011,2.84391452790034,1.0682177614764201
E2F1,-3.8794078927129303,-2.0671834223025902,-1.91408225938337
E2F2,-5.715447415652009,-4.99781525943838,-2.9362004429649504
E2F3,-4.22555513337244,-2.9798581680880396,-1.79064042341168
E2F4,-8.26524944676972,-7.48074642895645,-5.1234288085947695
E2F5,0.35806032532670506,-0.21159986597504102,-0.558458588812865
E2F6,0.737747791726319,-0.6081187538775821,1.5394574851811298
E2F7,0.293151245730597,1.36063023424391,0.173629531016008
EBF1,3.0691814307243996,3.4744578145906604,0.5456286446593761
EGR1,0.992050514282815,2.7017774354853703,1.2701358278341002
EHF,0.09359336801775099,2.70288720151706,-0.24951168731956602
ELF1,2.39000539358138,4.9980014817722,2.8918343223383
ELF3,0.9061582295978969,3.2790272347858296,0.539396355250503
ELF5,-0.7082621491363209,-1.3388535167738602,-1.82870336215796
ELK1,1.840263756006,4.54897161288513,3.13211820051881
ELK4,0.305241191397396,1.5036172049388798,0.5072858743894311
EOMES,0.58348887593196,0.0563369651539851,-0.0598467226134683
EPAS1,3.69707437135671,3.4033236045884703,0.827531894902013
ERG,-1.19285695627365,-1.5955587911248201,-2.4233372883605
ESR1,4.01207382087532,3.74816867084531,1.4523851752920702
ESR2,0.78320069374228,1.22942687565174,0.95998568427222
ESRRA,-2.39916894059705,-0.416845111752014,-1.60011177976581
ETS1,2.6059033098674,5.1065345801266595,4.78898911814289
ETS2,2.56535032187393,2.19604404283869,1.98345178891997
ETV1,1.5158763398298503,1.5999238626335002,0.162824340360479
ETV4,3.36234047553559,3.50610440091372,2.26563688675527
FLI1,-1.20909308026977,0.36442562032831394,1.53587839873106
FOS,3.64273570312765,4.882674950787281,2.9337305248788703
FOSL1,0.932005394020114,1.36731768821327,1.87096904008048
FOSL2,0.76239610464964,1.66344342162392,1.81518342887313
FOXA1,-1.76349927685427,0.15882038591442402,1.30650621385966
FOXA2,-0.0948007589735471,2.98154872333556,0.90227730078392
FOXJ2,2.2304872974507,3.1062328457882593,2.1361434483484096
FOXK2,-0.957443783384725,4.04847372633553,3.61619037224009
FOXL2,5.289049113858719,7.111246986926191,6.26880933937554
FOXM1,-3.15981362240228,-2.01964501282624,-2.20359095829278
FOXO1,3.6723007760199,3.5144459357544497,0.941481766429105
FOXO3,2.09427618484798,3.81786646811714,3.1260964086590404
FOXO4,2.26063389512812,5.0244475296515,3.3039657775114195
FOXP1,-6.0601771925905705,-7.14000212782833,-2.2799204065389103
FOXP2,-3.13244862264207,-3.03169227541399,-0.854175471679128
GABPA,1.28275717181326,2.1021830961269,-0.0100065006861539
GATA2,0.010918913690821,0.0286463734052714,0.008364596259796459
GATA3,4.51944339917808,3.97693228755642,2.6056627252139704
GATA4,1.60829101565451,2.34876664938816,2.01650124965708
GATA6,0.5823502726045551,1.22104604556725,-0.365775094905628
GATAD1,1.5457132570388201,1.1999915677133,-0.20537832405905604
GFI1B,0.8431408799746992,2.92053320247904,1.4522646948298001
GLI2,-2.4767437551129103,-1.62419093109526,-0.8692043261390309
GRHL2,1.0701478184627,4.12440647091472,0.7470398383802521
HBP1,-2.65057831104191,-3.0938678638318904,-1.33424078541479
HHEX,-1.8902191910676398,0.122872475803084,0.269762357103635
HIF1A,2.3065681696497897,2.25053079357283,-0.351473108070571
HINFP,-0.00830185270704422,-0.8282517760126709,-1.79804239847956
HMBOX1,-2.77058604699304,-3.5327745474908,-2.8694800333726698
HNF1A,-1.11173455740504,-0.455006164075592,0.0502936856973195
HNF1B,0.8965467898100979,1.1162472472775502,0.806152081733544
HNF4A,-0.642868570997159,-0.640459360309834,-0.8321444940585359
HNF4G,-2.31249841303161,1.70081497576269,-1.6902876990926001
HOXA9,2.9337643023687203,2.23980444867544,0.80360706916997
HOXB13,3.17693485993259,1.8466211943537398,0.263904210823446
HSF1,-1.41262185588547,-0.4853492974599,1.0814639117493798
IKZF1,2.39292865575874,3.7835105476333397,2.27355767925404
IRF1,0.88016644475736,4.99912458896155,6.72763032846611
IRF2,1.9961577150510201,7.902733212362441,8.73439539422329
IRF3,-5.53363032202545,-2.23101036879515,0.631124226327922
IRF4,1.33405031249023,3.94579364859577,3.3066044549216698
IRF9,-0.177083011290818,7.4275120198009095,8.168120040302298
JUN,4.55891741968785,6.1630582061144805,3.59738645675462
JUNB,2.13867303924631,5.5391284283623206,3.2112957960101403
JUND,1.28623054820924,2.6460011661906897,3.96669538872409
KDM5B,1.28214578062257,3.11789662783585,-0.7789822812838221
KLF1,-0.825129032675997,0.233456895818719,0.7039447442377521
KLF13,1.9968278710439802,-0.9286703451528509,-1.28969721517948
KLF3,1.21510320691784,0.910061211296808,-1.36413996812011
KLF4,1.57253114561499,2.50653710164828,0.891502498373843
KLF5,-2.3098911651055403,0.146031791599864,-2.8280049362679
KLF6,1.0589612506341899,5.790254326229639,2.51510895398604
KLF9,-1.00777007120688,2.32652926439944,2.1852218585055
KMT2A,3.52582067494654,5.33269275496574,2.12214583631931
LEF1,0.6222186333156291,0.7354116095529059,-1.11578065452252
LHX2,0.40473717020549,2.8313133404195696,0.197742003329016
LYL1,-0.600946195430087,1.24097661963713,1.4995252820974698
MAF,-0.0590037945417309,1.94194049848507,1.3301514340232299
MAFB,3.39985640820266,5.828747265239019,3.01795601151704
MAFF,3.5657728875912005,6.112318446872011,2.6637549081047798
MAFG,0.8804030436837779,4.15798548308042,2.55767091049452
MAFK,3.0908307846668195,5.92200995020596,2.6499035725780096
MAX,0.428894266177779,2.32466525087948,0.8436426493301429
MAZ,-4.74053471954378,-1.90555763635671,-1.69849099113694
MBD1,3.66647529077301,1.1487054144968,-2.47442272603225
MEF2A,6.63048786175011,8.05476669656372,2.51864469292269
MEF2B,2.777311644012,2.88563724070203,1.4853112255055902
MEF2C,1.8904814547978002,4.1708778264627,0.5964128466296079
MEIS1,2.7009487893160404,2.8865587997763105,0.532429253168019
MEIS2,2.0009365710193796,2.76807604929642,0.12020242268043597
MIER1,2.7362940747400404,3.8603529169176203,2.7320107050259304
MITF,-0.0364603903036186,0.4755155540550379,1.07915920580375
MNT,1.5062728119018,-2.18796771345927,-0.20361054941443302
MTA1,-3.7725412698144103,-1.20392287178433,-0.171127719491759
MTA2,-2.00420930947345,0.7479603287320021,0.736299729236723
MTA3,-1.01100197603354,-1.3327980635815802,-0.979528075715688
MXI1,-0.714414163835655,-1.4744278125870702,0.43222890417804705
MYB,0.178726235235249,-0.368201940665505,0.830666670955567
MYBL2,1.25885471374984,0.8975292897908791,-0.196448789065504
MYC,-3.2339877971039104,-5.26641274944466,-4.72386267081739
MYCN,-5.561003809063081,-4.8572713025155005,-2.52158853480131
MYOD1,1.4104385648618303,2.440589144264,1.8944171207839502
NANOG,1.3908545858096102,3.31058642737414,1.8023878424772901
NCOA1,1.6242452730356598,1.90132471130553,-0.200063191778064
NCOA2,2.38367079547402,3.5582829525903703,1.96293077596834
NCOA3,3.27684261091681,2.9278020882624705,1.8610199064468798
NCOR1,0.052812324489395,-1.21521877955855,-0.782070699274749
NCOR2,1.2860736558211898,-2.88719125043137,-2.8231449843438
NEUROD1,0.057394068895009996,0.338871065306263,-1.26329478865573
NFATC1,3.42277429208974,5.7143576365355395,3.86610745198444
NFE2,0.0904487677767609,4.09007215074813,2.7354256664942698
NFE2L1,2.07875758149029,2.7455473676646602,-0.840058998823636
NFE2L2,-1.37248546597236,0.500871201107715,0.727869707265203
NFIC,-3.1832739987717495,-2.9158447698842003,-1.81462286272192
NFKB1,7.3722294756225395,9.4935148855165,7.4736203135977695
NFKB2,-3.07369243477997,-5.3237328384989295,-4.7134909912316605
NFYA,-0.6554379405060329,-0.108042742649075,0.399635291376155
NFYB,-2.17327468293974,-1.64358634523644,-0.698594759531727
NONO,-2.71294717519951,1.34273043703758,3.3413325200284905
NR1H2,1.27825044471283,1.7859378528199399,1.7066370621975202
NR1H3,1.1686480381833302,2.13695837233595,2.39035275363648
NR2C2,-1.16575696917819,-1.33668950820586,-0.897655964434198
NR2F1,-2.9611265011501495,0.6209889771675129,-0.508982094773047
NR2F2,0.7364020548144059,0.107960106034626,-1.93989966438498
NR2F6,0.9065645325204341,-0.584960032038766,-0.583907669399715
NR3C1,-2.6480858779500602,-1.00656238502838,0.530158651958798
NR4A1,1.0022485620777801,3.06941710332313,2.4963781492945696
NR5A2,0.20274466221930398,2.2253893685481,0.449674886818714
NRF1,-3.35283468661555,-0.8158053287753041,1.35103767644683
ONECUT1,2.01028471665734,3.04888478268173,0.7536155603765251
OTX2,3.2831655752141296,3.0584148662704105,0.699088921052739
PAX5,0.126099930318968,1.9359851052935202,1.52466788324328
PAX6,3.0578812591078597,1.17974922076935,-0.183899868432155
PAX8,-0.546652768388076,0.0471347301810351,-0.9981492159541601
PBX2,2.38545476396874,4.33834894593379,1.1917283299507901
PBX3,1.53064405871126,2.00084026789239,-0.974888103029515
PDX1,2.87059244091277,3.38129483061701,1.28839585596189
PGR,1.1131442853472702,2.3669530778039505,-0.210596301249591
PKNOX1,0.484978683467241,1.93841589477823,1.18429532511496
POU2F1,1.31836534444173,1.38192560040247,-0.65057224701654
POU2F2,1.7222983120427902,5.09775038169274,2.1169661983376202
POU4F2,1.2345276323883798,2.1173932081858102,0.32801586490933804
POU5F1,2.78444907611845,5.016940608890611,0.583785800001594
PPARA,0.284645246301978,2.41109524674155,2.6446026877295603
PPARG,1.9744552972971898,1.1285261940598799,1.6982698181108302
PRDM1,0.5697646970782421,2.7923793680260895,1.86531644956215
PRDM14,-1.5115641217721998,3.39775385026789,2.20798478072776
PROX1,-0.22776714459063396,1.3882582051175,-0.0270383941324659
RARA,2.21632486813694,4.06380159636086,2.9248923292708398
RBPJ,4.40689637908249,4.08684935285892,2.5014730115297596
RCOR1,-1.6220391136982801,-4.98190551965564,-2.59725333701175
REL,5.03128724155441,5.34817559695199,3.39550037009291
RELA,7.213679260991441,8.563882994216469,6.814400269483469
RELB,3.3052665909751098,4.71819139173926,4.14063302209114
RFX1,-1.1378024218643898,-0.382635393022478,1.2748064407958501
RFX2,-0.00676410344777033,-0.387311174769524,0.494763654245361
RFX5,-1.6121530113943299,-0.691845884123008,4.09502605611572
RFXANK,-1.78490549902383,-0.458677512059642,3.41117929029915
RFXAP,-1.78490549902383,-0.458677512059642,3.41117929029915
RUNX1,2.90394865989806,1.93560120411638,1.08646109876773
RUNX2,4.72471889386958,3.23207206314812,0.54400190366118
RUNX3,-0.37821522994112605,-0.6900243774135849,0.28962690204399605
RXRA,-2.0301928864765,-0.973111526185767,0.32919689881930103
SIX2,1.38060476651479,1.86622300738527,1.03889889592936
SIX5,-4.5386658364717,-3.12164782891789,-0.190272111313959
SMAD1,0.0752364528426118,0.9004236207963249,1.5474492779050402
SMAD2,3.82421464089962,4.564100813300019,2.28679783037082
SMAD3,2.7222278514088196,4.1066088484576895,3.68078520823308
SMAD4,2.04582825630741,3.40528442770201,3.7296079262853503
SMAD5,-0.30608692694823303,0.993712991161298,1.45923417774686
SMARCC2,0.9068200236319791,2.3917386731898502,0.942089626102895
SNAI2,0.5647125028088861,-1.3594203436570502,-0.35425050063215596
SNAPC4,-4.59555186489926,-3.29256872698857,0.9807407368401658
SOX10,1.3397517686291298,3.14976696066244,1.89755255415371
SOX11,2.14652119182675,3.40756999434825,2.25892478622554
SOX13,0.26274330248262195,3.8261870424637503,1.3604644943647
SOX2,7.3842045261272,7.133317718438281,2.77633326405073
SOX6,1.3770893510119298,2.1049863643303097,0.6530355430211321
SOX9,-0.470251134656241,2.79003785160603,3.11961048648663
SP1,0.9868991507445709,1.9819716946901798,0.243503907511369
SP2,-1.8450217931419701,1.13727548530805,1.2977557947915401
SP3,2.13264869371062,2.3138747444389502,0.983798013170616
SP4,-1.0683435709536802,-0.344485284022955,-0.6246451241584139
SPI1,2.6366101437061498,4.53132858869905,3.81661860116185
SPIB,0.964419571686252,0.76988483893487,0.45767961205593805
SREBF1,-3.90671162266214,-4.18172417628601,-4.11365239488005
SREBF2,-5.42436948037781,-5.34676696896117,-3.1864856532244503
SRF,1.41003760735419,3.2219857971584998,2.8245805550286
SSRP1,3.4545666433458595,0.780207165060312,-1.7134969542368799
STAT1,4.3075446544152705,13.6627455552339,12.4948952430194
STAT2,1.25189945213049,12.761330121229598,13.973947188394
STAT3,3.53005297672392,6.19489018138728,4.78741377090247
STAT4,0.0192762436039767,1.4890373090154698,1.09952665866767
STAT5A,-0.289470600951422,3.7046553489955896,2.4635947560509703
STAT5B,-0.44555443125182204,2.64097595948276,1.38281130881319
STAT6,1.09472628624417,2.62415949175984,2.63527500709962
T,2.28053357421122,2.67394261534717,1.70644995301851
TAF1,0.196057447546462,4.6990184415482,3.56182841855359
TAL1,1.96233459682172,1.01636700826907,-0.327812839252995
TBP,2.6070347594934704,3.92009551812621,1.9636842972502602
TBX21,1.50834518239456,3.6433807874908797,2.45948105153186
TCF12,4.31441384886842,5.6259068192577395,1.35740603672712
TCF25,3.8842128326886805,2.5420470324065296,-0.234398133840043
TCF3,-1.21701298978158,-1.04862696959234,-1.13244979338135
TCF4,3.6800502383170404,4.02575497880989,-0.403192649576461
TCF7,1.4594172572261501,2.3726034491328503,1.78253405974215
TCF7L2,-1.59661520605457,0.48369242962790504,0.133087472557612
TEAD1,8.26988221872118,7.8870592610118795,0.4423487810189001
TEAD2,-0.185428203398591,1.03481972998832,0.662834255786337
TEAD4,2.86294431221485,5.29358064619861,0.827926703028653
TFAP2A,2.24969194670733,3.08780896704606,1.71357923427939
TFAP2C,-0.288341181448576,0.26582860558127896,-0.36234599299179704
TFAP4,-0.0653219459555964,2.42754632166205,1.0608324230783002
TFDP1,-5.00341864882233,-4.20415165457285,-4.53521449952493
TGIF2,0.23054464739008396,-0.0380215811503617,0.6175484487301589
THAP1,-1.9831247964093799,-0.45060344194510793,-1.2676261268683
THAP11,1.7624520317482901,2.07755755217094,2.06199916415909
TP53,2.11686864825588,3.9425268925982304,3.28303126071763
TP63,0.262897103272859,0.6924975537075301,0.231752541766487
TP73,1.8582677282651399,1.8223211893046,0.29962507013217604
TWIST1,1.63010535503923,2.5067040477649303,2.9097735191837297
UBTF,-3.7387726646566004,0.408851030800785,1.1326430283667501
USF1,-1.36574038023018,0.0826817296842931,-0.48754901237734705
USF2,0.43986337359521205,3.7028058951849503,2.22786303197852
VDR,1.62836909528391,2.75818103911107,1.42339416856033
WT1,1.28591121098422,1.5540984980009198,2.4174319181354402
XBP1,0.9517425985565809,0.0120130283162752,-1.08853830562885
YY1,-0.08102801200047399,0.194641007879358,0.547558339928959
ZBED1,0.0385729270040463,0.49210629439697295,0.38560215167623996
ZBTB11,3.23054627489394,2.82322513537017,0.58997824520814
ZBTB33,-0.0180638534295462,1.21277348039692,-0.11367994946641401
ZBTB7A,2.9122027504326202,-1.05131505900185,-0.5996384428294921
ZEB1,-0.28770678229905294,-0.478718150859562,2.9976833607206297
ZEB2,-5.21683598531956,-4.13319540394033,-0.390646933438142
ZFX,0.543733239992641,1.94065140384829,0.8331663787389391
ZKSCAN1,-0.661283590585644,0.854412331983021,-0.00324796938103923
ZNF143,0.189219603013546,2.2997502501773397,0.518641248618451
ZNF217,0.20814698805657603,0.3913070147585829,-1.62012491961109
ZNF24,-0.188707709227877,-1.63051926541145,-1.0961539445097301
ZNF263,4.86173166763641,-0.0671871730167533,-0.24507666166165099
ZNF274,-2.60570506399346,-3.68739119492028,-2.42512770092906
ZNF384,1.9910353975493003,5.30045146797108,4.62667320512696
ZNF592,-2.74057642468188,1.3164662464740702,2.11635006903204
ZNF639,-2.8531479041127596,-0.66366632552786,2.73913486812715
ZNF740,-0.501966220802743,2.033523624226,1.92885212848078
